artist,song,date_certified,label,award
SURVIVOR,EYE OF THE TIGER (INSTRUMENTAL),"June 15, 2007",VOLCANO,0
CHRIS BROWN,GIMME THAT,"June 15, 2007",JIVE,0
LYFE JENNINGS,MUST BE NICE,"June 15, 2007",COLUMBIA,1
JIM JONES,WE FLY HIGH,"June 15, 2007",KOCH,1
JUSTIN TIMBERLAKE,WHAT GOES AROUND…COMES AROUND,"June 7, 2007",ZOMBA,1
CIARA FEAT. CHAMILLIONAIRE,GET UP,"June 7, 2007",LAFACE,0
CHRISTINA AGUILERA,CANDY MAN,"May 23, 2007",RCA RECORDS,0
FAT JOE,MAKE IT RAIN,"May 15, 2007",CAPITOL,1
BIRDMAN/LIL WAYNE,STUNTIN' LIKE MY DADDY,"May 14, 2007",CASH MONEY/UNIVERSAL,1
LIL WAYNE,FIREMAN,"May 14, 2007",CASH MONEY/UNIVERSAL,1
CHAMILLIONAIRE,RIDIN',"May 14, 2007",UNIVERSAL RECORDS,4
BABY BOY DA'PRINCE,THE WAY I LIVE,"May 14, 2007",UNIVERSAL RECORDS,1
FAT JOE,MAKE IT RAIN,"May 14, 2007",CAPITOL,0
DAUGHTRY,IT'S NOT OVER,"May 3, 2007",RCA RECORDS,1
PAULA DE ANDA,WALK AWAY (REMEMBER ME),"May 3, 2007",J RECORDS,0
BILLY CURRINGTON,MUST BE DOIN' SOMETHIN' RIGHT,"April 30, 2007",MERCURY NASHVILLE,0
BOW WOW,SHORTIE LIKE MINE,"April 12, 2007",COLUMBIA,0
MIMS,THIS IS WHY I'M HOT,"March 22, 2007",CAPITOL,1
WAYLON JENNINGS,"THEME FROM ""THE DUKES OF HAZZARD""","March 22, 2007",RCA NASHVILLE,1
JUSTIN TIMBERLAKE,MY LOVE,"February 26, 2007",JIVE/ZOMBA,1
JUSTIN TIMBERLAKE,SEXY BACK,"February 26, 2007",JIVE/ZOMBA,2
JOHN MAYER,WAITING ON THE WORLD TO CHANGE,"February 23, 2007",COLUMBIA,1
CHRISTINA AGUILERA,AIN'T NO OTHER MAN,"February 22, 2007",RCA RECORDS,1
CHRISTINA AGUILERA,HURT,"February 22, 2007",RCA RECORDS,0
E-40,U AND DAT,"January 29, 2007",REPRISE,0
LUDACRIS,MONEY MAKER,"January 10, 2007",DEF JAM,0
NELLY FURTADO,PROMISCUOUS,"December 20, 2006",GEFFEN,1
NOTORIOUS B.I.G.,BIG POPPA,"December 18, 2006",BAD BOY,0
DANITY KANE,SHOWSTOPPER,"December 18, 2006",BAD BOY,0
CASSIE,ME & U,"December 14, 2006",BAD BOY,1
SEAN PAUL,TEMPERATURE,"December 14, 2006",ATLANTIC,2
T.I.,WHAT YOU KNOW,"December 14, 2006",ATLANTIC,2
YUNG JOC,I KNOW YOU SEE IT,"December 14, 2006",BAD BOY,1
SEAN PAUL,(WHEN YOU GONNA) GIVE IT UP TO ME,"December 14, 2006",ATLANTIC,0
GNARLS BARKLEY,CRAZY,"December 14, 2006",ATLANTIC,1
PANIC! AT THE DISCO,I WRITE SINS NOT TRAGEDIES,"December 14, 2006",FUELED BY RAMEN,0
YUNG JOC,IT'S GOIN' DOWN,"December 14, 2006",BAD BOY,3
CHRISTINA AGUILERA,AIN'T NO OTHER MAN,"December 11, 2006",RCA,0
JUSTIN TIMBERLAKE,MY LOVE,"December 11, 2006",JIVE,1
LYFE JENNINGS,S.E.X.,"December 11, 2006",COLUMBIA,0
THREE DAYS GRACE,I HATE EVERYTHING ABOUT YOU,"December 11, 2006",JIVE,0
T-PAIN FEAT. MIKE JONES,I'M N LUV (WIT A STRIPPER),"December 11, 2006",JIVE,3
THE FRAY,OVER MY HEAD (CABLE CAR),"December 11, 2006",EPIC,0
CROSSFADE,COLD,"December 11, 2006",COLUMBIA,0
THREE 6 MAFIA,STAY FLY,"December 11, 2006",COLUMBIA,2
KELIS,BOSSY,"December 11, 2006",JIVE,2
JESSICA SIMPSON,THESE BOOTS ARE MADE FOR WALKING,"December 11, 2006",EPIC,0
JAMIE FOXX,DJ PLAY A LOVE SONG,"December 11, 2006",J RECORDS,0
LUDACRIS,MONEY MAKER,"December 6, 2006",DTP RECORDS,1
SHAWNNA,GETTIN' SOME,"December 6, 2006",DTP RECORDS,1
LIL' JON & THE EASTSIDE BOYZ,SNAP YO FINGERS,"November 22, 2006",TVT,1
CASSIE,ME & U,"November 21, 2006",BAD BOY,0
JIBBS,CHAIN HANG LOW,"November 15, 2006",GEFFEN,0
JIBBS,CHAIN HANG LOW,"November 14, 2006",GEFFEN,1
USHER,YEAH!,"November 6, 2006",LAFACE,1
NICK LACHEY,WHAT'S LEFT OF ME,"November 6, 2006",ZOMBA,0
CIARA FEAT. MISSY ELLIOT,"ONE, TWO STEP","November 6, 2006",LAFACE,1
CASCADA,EVERYTIME WE TOUCH,"November 2, 2006",ROBBINS ENTERTAINMENT,1
THREE 6 MAFIA,POPPIN' MY COLLAR,"September 6, 2006",COLUMBIA,1
NOTORIOUS B.I.G.,NASTY GIRL,"August 31, 2006",BAD BOY,0
D4L,BETCHA CAN'T DO IT LIKE ME,"August 22, 2006",ATLANTIC,0
LYNYRD SKYNYRD,SWEET HOME ALABAMA,"August 15, 2006",MCA,1
RICK ROSS,HUSTLIN',"August 14, 2006",DEF JAM,1
AFROMAN,BECAUSE I GOT HIGH,"August 14, 2006",UPTOWN/UNIVERSAL,1
JASON ALDEAN,WHY,"July 31, 2006",BROKEN BOW,0
PUSSYCAT DOLLS,DON'T CHA,"July 7, 2006",A&M,1
SOUNDTRACK,GET'CHA HEAD IN THE GAME,"June 21, 2006",WALT DISNEY,0
SOUNDTRACK,WHAT I'VE BEEN LOOKING FOR,"June 21, 2006",WALT DISNEY,0
SOUNDTRACK,START OF SOMETHING NEW,"June 21, 2006",WALT DISNEY,0
SOUNDTRACK,BREAKING FREE,"June 21, 2006",WALT DISNEY,0
SOUNDTRACK,STICK TO THE STATUS QUO,"June 21, 2006",WALT DISNEY,0
SOUNDTRACK,WE'RE ALL IN THIS TOGETHER,"June 21, 2006",WALT DISNEY,0
MARTINA MCBRIDE,CONCRETE ANGEL,"June 15, 2006",RCA NASHVILLE,0
LONESTAR,I'M ALREADY THERE,"June 15, 2006",BNA RECORDS LABEL,0
BROOKS & DUNN,BELIEVE,"June 15, 2006",ARISTA NASHVILLE,0
BROOKS & DUNN,PLAY SOMETHING COUNTRY,"June 15, 2006",ARISTA NASHVILLE,0
SARA EVANS,A REAL FINE PLACE TO START,"June 15, 2006",RCA NASHVILLE,0
LONESTAR,MY FRONT PORCH LOOKING IN,"June 15, 2006",BNA RECORDS LABEL,0
KEITH ANDERSON,PICKIN' WILDFLOWERS,"June 15, 2006",ARISTA NASHVILLE,0
KENNY CHESNEY,ANYTHING BUT MINE,"June 15, 2006",BNA RECORDS LABEL,0
GWEN STEFANI,HOLLABACK GIRL,"June 14, 2006",INTERSCOPE,1
BOW WOW,LET ME HOLD YOU,"June 14, 2006",COLUMBIA,1
KELLY CLARKSON,SINCE U BEEN GONE,"June 14, 2006",RCA,0
TWISTA,GIRL TONIGHT,"June 14, 2006",ATLANTIC,0
KELLY CLARKSON,SINCE U BEEN GONE,"June 14, 2006",RCA,0
MIKE JONES,STILL TIPPIN',"June 14, 2006",WARNER BROS.,1
LUDACRIS,GET BACK,"June 14, 2006",DEF JAM,0
DADDY YANKEE,ROMPE,"June 14, 2006",EL CARTEL/INTERSCOPE,1
ALICIA KEYS,IF I AIN'T GOT YOU,"June 14, 2006",J RECORDS,0
USHER,CONFESSIONS PART II,"June 14, 2006",LAFACE,0
DESTINY'S CHILD,CATER 2 U,"June 14, 2006",COLUMBIA,1
MARIAH CAREY,SHAKE IT OFF,"June 14, 2006",ISLAND,0
JUELZ SANTANA,THERE IT GO (THE WHISTLE SONG),"June 14, 2006",DEF JAM,0
BEYONCE,BABY BOY,"June 14, 2006",COLUMBIA,1
PRETTY RICKY,GRIND WITH ME,"June 14, 2006",ATLANTIC,1
MARIO,LET ME LOVE YOU,"June 14, 2006",J RECORDS,1
T.I.,U DON'T KNOW ME,"June 14, 2006",ATLANTIC,1
LIL' JON & THE EASTSIDE BOYZ,WHAT U GON' DO,"June 14, 2006",TVT,0
CASSIDY,I'M A HUSTLA,"June 14, 2006",J RECORDS,1
CHRIS BROWN,RUN IT!,"June 14, 2006",JIVE,1
PAUL WALL,SITTIN' SIDEWAYZ,"June 14, 2006",ATLANTIC,0
50 CENT,JUST A LIL' BIT,"June 14, 2006",AFTERMATH / INTERSCOPE,1
KEYSHIA COLE,LOVE,"June 14, 2006",A&M,1
FALL OUT BOY,"SUGAR, WE'RE GOIN DOWN","June 14, 2006",ISLAND,0
P$C,I'M A KING,"June 14, 2006",ATLANTIC,0
MIKE JONES,BACK THEN,"June 14, 2006",WARNER BROS.,1
BOW WOW,LIKE YOU,"June 14, 2006",COLUMBIA,1
EMINEM,WHEN I'M GONE,"June 14, 2006",SHADY / AFTERMATH / INTERSCOPE,0
BEYONCE,CHECK ON IT,"June 14, 2006",COLUMBIA,1
WEBBIE,GIVE ME THAT,"June 14, 2006",ATLANTIC,0
ISLEY BROTHERS,BETWEEN THE SHEETS,"June 14, 2006",LEGACY,0
PETEY PABLO,FREEK-A-LEEK,"June 14, 2006",JIVE,1
KELIS,MILKSHAKE,"June 14, 2006",JIVE,0
BEYONCE,CRAZY IN LOVE,"June 14, 2006",COLUMBIA,0
CRIME MOB,KNUCK IF YOU BUCK,"June 14, 2006",REPRISE,1
J-KWON,TIPSY,"June 14, 2006",LAFACE,0
GREEN DAY,BOULEVARD OF BROKEN DREAMS,"June 14, 2006",REPRISE,0
YOUNGBLOODZ,DAMN!,"June 14, 2006",LAFACE,0
JAMIE FOXX,UNPREDICTABLE,"June 14, 2006",J RECORDS,1
DISTURBED,DOWN WITH THE SICKNESS,"June 14, 2006",WARNER BROS.,0
T.I.,BRING 'EM OUT,"June 14, 2006",ATLANTIC,0
BOW WOW,FRESH AZIMIZ,"June 14, 2006",COLUMBIA,0
AMERIE,1 THING,"June 14, 2006",COLUMBIA,0
YOUNG JEEZY,AND THEN WHAT,"June 14, 2006",DEF JAM,0
NELLY,GRILLZ,"June 14, 2006",UNIVERSAL RECORDS,1
BEYONCE,DANGEROUSLY IN LOVE PT. 2,"June 14, 2006",COLUMBIA,0
DESTINY'S CHILD,SOLDIER,"June 14, 2006",COLUMBIA,1
JENNIFER LOPEZ,GET RIGHT,"June 14, 2006",EPIC,0
LIL' FLIP,GAME OVER (FLIP),"June 14, 2006",COLUMBIA,1
T-PAIN,I'M SPRUNG,"June 14, 2006",JIVE,1
KANYE WEST,GOLD DIGGER,"June 14, 2006",ROC-A-FELLA,1
LIL' SCRAPPY,NO PROBLEM,"June 14, 2006",WARNER BROS.,0
BUSTA RHYMES,TOUCH IT,"June 14, 2006",AFTERMATH / INTERSCOPE,0
MARIAH CAREY,DON'T FORGET ABOUT US,"June 14, 2006",ISLAND,0
TRILLVILLE,SOME CUT,"June 14, 2006",WARNER BROS.,1
THE GAME,HOW WE DO,"June 14, 2006",AFTERMATH / INTERSCOPE,0
DEM FRANCHIZE BOYZ,I THINK THEY LIKE ME,"June 14, 2006",VIRGIN,0
50 CENT,WINDOW SHOPPER,"June 14, 2006",INTERSCOPE,0
AKON,LOCKED UP,"June 14, 2006",UNIVERSAL RECORDS,0
CHAMILLIONAIRE,TURN IT UP,"June 14, 2006",UNIVERSAL RECORDS,0
LUDACRIS & FIELD MOB,GEORGIA,"June 14, 2006",DEF JAM,0
BUBBA SPARXXX,MS. NEW BOOTY,"June 14, 2006",VIRGIN,0
HOOBASTANK,THE REASON,"June 14, 2006",ISLAND,0
TERROR SQUAD,LEAN BACK,"June 14, 2006",UNIVERSAL RECORDS,0
TRINA,HERE WE GO,"June 14, 2006",ATLANTIC,0
RIHANNA,SOS,"June 14, 2006",DEF JAM,0
50 CENT,21 QUESTIONS,"June 14, 2006",INTERSCOPE,0
50 CENT,IN DA CLUB,"June 14, 2006",INTERSCOPE,0
DEM FRANCHIZE BOYZ,"LEAN WIT IT, ROCK WIT IT","June 14, 2006",VIRGIN,1
FRANKIE J,OBSESSION,"June 14, 2006",COLUMBIA,1
BRITNEY SPEARS,TOXIC,"June 14, 2006",JIVE,0
JAY-Z,DIRT OFF YOUR SHOULDER,"June 14, 2006",ROC-A-FELLA/DEF JAM,0
YOUNG JEEZY,SOUL SURVIVOR,"June 14, 2006",DEF JAM,1
SEAN PAUL,WE BE BURNIN',"June 14, 2006",ATLANTIC,0
PHANTOM PLANET,CALIFORNIA,"June 14, 2006",EPIC,0
TRICK DADDY,SUGAR (GIMME SOME),"June 14, 2006",ATLANTIC,0
50 CENT,P.I.M.P.,"June 14, 2006",INTERSCOPE,0
LIL' FLIP,SUNSHINE,"June 14, 2006",COLUMBIA,0
50 CENT,CANDY SHOP,"June 14, 2006",INTERSCOPE,1
T.I.,ASAP,"June 14, 2006",ATLANTIC,0
CIARA FEAT. PETEY PABLO,GOODIES,"June 14, 2006",LAFACE,1
CIARA FEAT. LUDACRIS,OH,"June 14, 2006",LAFACE,1
KEVIN LYTTLE,TURN ME ON,"June 14, 2006",ATLANTIC,0
50 CENT,DISCO INFERNO,"June 14, 2006",AFTERMATH / INTERSCOPE,0
MARIAH CAREY,WE BELONG TOGETHER,"June 14, 2006",ISLAND,1
OMARION,O,"June 14, 2006",EPIC,0
JUVENILE,RODEO,"June 14, 2006",ATLANTIC,0
ALICIA KEYS & USHER,MY BOO,"June 14, 2006",LAFACE,1
BEASTIE BOYS,BRASS MONKEY,"June 14, 2006",DEF JAM,0
GORILLAZ,FEEL GOOD INC.,"June 14, 2006",VIRGIN,0
50 CENT,MANY MEN (WISH DEATH),"June 14, 2006",INTERSCOPE,0
CHAMILLIONAIRE,RIDIN',"June 13, 2006",UNIVERSAL RECORDS,0
SUGARLAND,JUST MIGHT (MAKE ME BELIEVE),"June 13, 2006",MERCURY NASHVILLE,0
SARAH MC LACHLAN,I WILL REMEMBER YOU,"June 12, 2006",ARISTA,0
P!NK,GET THE PARTY STARTED,"June 12, 2006",LAFACE,0
OUTKAST,MS. JACKSON,"June 12, 2006",LAFACE,0
DIDO,THANK YOU,"June 12, 2006",ARISTA,0
RICK JAMES,SUPER FREAK (PART 1),"June 1, 2006",MOTOWN,0
BRIAN MC KNIGHT,BACK AT ONE,"June 1, 2006",MOTOWN,0
STEVIE WONDER,ISN'T SHE LOVELY,"June 1, 2006",MOTOWN,0
NELLY,ERRTIME,"June 1, 2006",UNIVERSAL RECORDS,0
LIL WAYNE,FIREMAN,"June 1, 2006",CASH MONEY/UNIVERSAL,0
JACK JOHNSON,BETTER TOGETHER,"June 1, 2006",UNIVERSAL RECORDS,0
JACK JOHNSON,THE NEWS,"June 1, 2006",UNIVERSAL RECORDS,0
ASHLEY PARKER ANGEL,LET U GO,"June 1, 2006",UNIVERSAL RECORDS,0
NITTY,NASTY GIRL,"June 1, 2006",UNIVERSAL RECORDS,0
NELLY,FLAP YOUR WINGS,"June 1, 2006",UNIVERSAL RECORDS,0
GODSMACK,I STAND ALONE,"June 1, 2006",UNIVERSAL RECORDS,0
TRE,THROUGH THE IRIS,"June 1, 2006",UNIVERSAL RECORDS,0
FRANKIE J,HOW TO DEAL,"May 25, 2006",COLUMBIA,0
THE ALL-AMERICAN REJECTS,DIRTY LITTLE SECRET,"May 22, 2006",DREAMWORKS,1
JAMES BLUNT,GOODBYE MY LOVER,"May 22, 2006",ATLANTIC,0
SAVING JANE,GIRL NEXT DOOR,"May 12, 2006",TOUCAN COVE,0
THE AFTERS,BEAUTIFUL LOVE,"April 28, 2006",INO/EPIC,0
THREE 6 MAFIA,POPPIN' MY COLLAR,"April 24, 2006",COLUMBIA,0
CRAIG MORGAN,REDNECK YACHT CLUB,"April 7, 2006",BROKEN BOW,0
THE SUBWAYS,ROCK & ROLL QUEEN,"April 6, 2006",REPRISE,0
GOO GOO DOLLS,BETTER DAYS,"April 6, 2006",WARNER BROS.,0
MIKE JONES,BACK THEN,"April 6, 2006",WARNER BROS. / SWISHAHOUSE,0
AVRIL LAVIGNE,SK8ER BOI,"March 31, 2006",RCA,0
SANTANA FEAT. ROB THOMAS,SMOOTH,"March 31, 2006",ARISTA,0
ELVIS PRESLEY,A LITTLE LESS CONVERSATION,"March 31, 2006",RCA,0
AVRIL LAVIGNE,I'M WITH YOU,"March 31, 2006",RCA,0
SARAH MC LACHLAN,ANGEL,"March 31, 2006",ARISTA,0
GAVIN DEGRAW,WE BELONG TOGETHER,"March 31, 2006",J RECORDS,0
FOO FIGHTERS,DOA,"March 31, 2006",RCA,0
ALICIA KEYS,FALLIN',"March 31, 2006",J RECORDS,0
T-PAIN FEAT. MIKE JONES,I'M N LUV (WIT A STRIPPER),"March 31, 2006",JIVE,0
CHRISTINA AGUILERA,FIGHTER,"March 31, 2006",RCA,0
KELLY CLARKSON,WALK AWAY,"March 31, 2006",RCA,0
CHRISTINA AGUILERA,BEAUTIFUL,"March 31, 2006",RCA,0
CLAY AIKEN,INVISIBLE,"March 31, 2006",RCA,0
TEDDY GEIGER,FOR YOU I WILL (CONFIDENCE),"March 16, 2006",COLUMBIA,0
MATISYAHU,KING WITHOUT A CROWN,"March 16, 2006",EPIC,0
BOW WOW,LIKE YOU,"March 6, 2006",SONY URBAN/COLUMBIA,0
DIXIE CHICKS,LANDSLIDE,"March 6, 2006",MONUMENT/COLUMBIA,0
GRETCHEN WILSON,ALL JACKED UP,"March 6, 2006",EPIC NASHVILLE,0
MODEST MOUSE,OCEAN BREATHES SALTY,"March 6, 2006",EPIC,0
THE ATARIS,THE BOYS OF SUMMER,"March 6, 2006",COLUMBIA,0
BOW WOW,FRESH AZIMIZ,"March 6, 2006",SONY URBAN/COLUMBIA,0
SYSTEM OF A DOWN,CHOP SUEY!,"March 6, 2006",AMERICAN,0
JOE NICHOLS,TEQUILA MAKES HER CLOTHES FALL OFF,"February 27, 2006",UNIVERSAL SOUTH,0
VARIOUS,SPONGEBOB SQUAREPANTS: ORIGINAL THEME HIGHLIGHTS,"February 22, 2006",NICK RECORDS,0
BON JOVI,HAVE A NICE DAY,"February 15, 2006",ISLAND,0
RASCAL FLATTS,SKIN (SARABETH),"February 15, 2006",LYRIC STREET,0
RELIENT K,WHO I AM HATES WHO I'VE BEEN,"February 15, 2006",GOTEE RECORDS,0
KANYE WEST,HEARD 'EM SAY,"February 15, 2006",DEF JAM,0
KENNY CHESNEY,WHO YOU'D BE TODAY,"February 8, 2006",BNA RECORDS LABEL,0
STAIND,RIGHT HERE,"February 7, 2006",ATLANTIC,0
D4L,LAFFY TAFFY,"February 3, 2006",ATLANTIC,0
DEATH CAB FOR CUTIE,SOUL MEETS BODY,"February 3, 2006",ATLANTIC,0
PRETTY RICKY,YOUR BODY,"February 3, 2006",ATLANTIC,0
MARIAH CAREY,SHAKE IT OFF,"February 3, 2006",MERCURY,0
FRANZ FERDINAND,DO YOU WANT TO,"February 3, 2006",EPIC/DOMINO,0
HINDER,GET STONED,"February 3, 2006",UNIVERSAL RECORDS,0
TOBY KEITH,WHISKEY GIRL,"January 30, 2006",DREAMWORKS NASHVILLE,0
NELLY,RIDE WIT ME,"January 25, 2006",UNIVERSAL RECORDS,0
AQUALUNG,BRIGHTER THAN SUNSHINE,"January 25, 2006",COLUMBIA,0
SHAKIRA,DON'T BOTHER,"January 25, 2006",EPIC,0
GAVIN DEGRAW,FOLLOW THROUGH,"January 25, 2006",J RECORDS,0
SYSTEM OF A DOWN,HYPNOTIZE,"January 25, 2006",COLUMBIA,0
KELLY CLARKSON,SINCE U BEEN GONE,"January 25, 2006",RCA RECORDS,1
FRANKIE J,MORE THAN WORDS,"January 25, 2006",COLUMBIA,0
INXS,PRETTY VEGAS,"January 25, 2006",EPIC,0
CASSIDY,I'M A HUSTLA,"January 25, 2006",J RECORDS,0
BEYONCE,CHECK ON IT,"January 18, 2006",COLUMBIA,0
DIERKS BENTLEY,COME A LITTLE CLOSER,"January 6, 2006",CAPITOL NASHVILLE,0
SHANIA TWAIN,FOREVER AND FOR ALWAYS,"January 3, 2006",MERCURY NASHVILLE,0
GARY ALLAN,BEST I EVER HAD,"January 3, 2006",MCA NASHVILLE,0
COLDPLAY,FIX YOU,"December 14, 2005",CAPITOL,0
VAN MORRISON,BROWN EYED GIRL,"December 13, 2005",COLUMBIA,0
SWITCHFOOT,STARS,"December 13, 2005",COLUMBIA,0
DESTINY'S CHILD,CATER 2 U,"December 13, 2005",COLUMBIA,0
MARIAH CAREY,ALL I WANT FOR CHRISTMAS IS YOU,"December 13, 2005",COLUMBIA,0
OASIS,CHAMPAGNE SUPERNOVA,"December 12, 2005",EPIC,0
AKON,BANANZA (BELLY DANCER),"December 12, 2005",UNIVERSAL RECORDS,0
DAVID BANNER,PLAY,"December 12, 2005",UNIVERSAL RECORDS,0
HILARY DUFF,COME CLEAN,"December 12, 2005",HOLLYWOOD,0
GOOD CHARLOTTE,THE ANTHEM,"December 12, 2005",EPIC,0
3 DOORS DOWN,AWAY FROM THE SUN,"December 12, 2005",UNIVERSAL RECORDS,0
WILD CHERRY,PLAY THAT FUNKY MUSIC,"December 12, 2005",EPIC,0
CRAZY FROG,AXEL F,"December 12, 2005",UNIVERSAL RECORDS,0
MARVIN GAYE,SEXUAL HEALING,"December 12, 2005",EPIC,0
BOSTON,MORE THAN A FEELING,"December 12, 2005",EPIC,0
KANYE WEST,DIAMONDS FROM SIERRA LEONE,"December 12, 2005",DEF JAM,0
AUDIOSLAVE,LIKE A STONE,"December 12, 2005",EPIC,0
NELLY,COUNTRY GRAMMAR (HOT…),"December 12, 2005",UNIVERSAL RECORDS,0
BOBBY VALENTINO,SLOW DOWN,"December 12, 2005",DEF JAM,0
THREE 6 MAFIA,STAY FLY,"December 7, 2005",COLUMBIA,0
WILL SMITH,SWITCH,"December 2, 2005",INTERSCOPE,0
SARA EVANS,SUDS IN THE BUCKET,"November 18, 2005",RCA NASHVILLE,0
MARTINA MCBRIDE,IN MY DAUGHTER'S EYES,"November 18, 2005",RCA NASHVILLE,0
NICKELBACK,PHOTOGRAPH,"November 18, 2005",ROADRUNNER,0
KENNY CHESNEY,THERE GOES MY LIFE,"November 18, 2005",BNA RECORDS LABEL,0
CARRIE UNDERWOOD,INSIDE YOUR HEAVEN,"November 18, 2005",RCA,0
MARTINA MCBRIDE,THIS ONE'S FOR THE GIRLS,"November 18, 2005",RCA NASHVILLE,0
NICKELBACK,HOW YOU REMIND ME,"November 18, 2005",ROADRUNNER,0
LUTHER VANDROSS,DANCE WITH MY FATHER,"November 18, 2005",J RECORDS,0
KENNY CHESNEY,I GO BACK,"November 18, 2005",BNA RECORDS LABEL,0
NICKELBACK,FIGURED YOU OUT,"November 18, 2005",ROADRUNNER,0
OASIS,WONDERWALL,"November 17, 2005",EPIC,0
PRETTY RICKY,GRIND WITH ME,"November 16, 2005",ATLANTIC,0
MISSY ELLIOTT FEAT. CIARA,LOSE CONTROL,"November 16, 2005",ATLANTIC,0
THE CLICK FIVE,JUST THE GIRL,"November 16, 2005",LAVA,0
ROB THOMAS,THIS IS HOW A HEART BREAKS,"November 16, 2005",ATLANTIC,0
MONTGOMERY GENTRY,GONE,"November 11, 2005",COLUMBIA NASHVILLE,0
GOOD CHARLOTTE,I JUST WANNA LIVE,"November 7, 2005",EPIC,0
TRAIN,DROPS OF JUPITER,"November 7, 2005",COLUMBIA,0
JESSICA SIMPSON,THESE BOOTS ARE MADE FOR WALKIN',"November 7, 2005",COLUMBIA,0
TRAIN,CALLING ALL ANGELS,"November 7, 2005",COLUMBIA,0
JESSICA SIMPSON,TAKE MY BREATH AWAY,"November 7, 2005",COLUMBIA,0
FIVE FOR FIGHTING,SUPERMAN (IT'S NOT EASY),"November 1, 2005",AWARE/COLUMBIA,0
BOW WOW,LET ME HOLD YOU,"October 27, 2005",COLUMBIA,0
SHAKIRA,LA TORTURA,"October 27, 2005",EPIC,0
BEYONCE,BABY BOY,"October 27, 2005",COLUMBIA,0
JOHN LEGEND,ORDINARY PEOPLE,"October 27, 2005",COLUMBIA,0
RASCAL FLATTS,FAST CARS AND FREEDOM,"October 25, 2005",LYRIC STREET,0
FAT JOE FEAT. NELLY,GET IT POPPIN',"October 25, 2005",ATLANTIC,0
SUGARLAND,SOMETHING MORE,"October 25, 2005",MERCURY NASHVILLE,0
HILARY DUFF,WAKE UP,"October 25, 2005",HOLLYWOOD,0
TWISTA,OVERNIGHT CELEBRITY,"October 25, 2005",ATLANTIC,0
OZZY OSBOURNE,CRAZY TRAIN,"October 21, 2005",EPIC,0
SYSTEM OF A DOWN,B.Y.O.B.,"October 21, 2005",COLUMBIA,0
JOHN MAYER,YOUR BODY IS A WONDERLAND,"October 21, 2005",COLUMBIA,0
DESTINY'S CHILD,GIRL,"October 21, 2005",COLUMBIA,0
ANNA NALICK,BREATHE (2 AM),"October 17, 2005",COLUMBIA,0
DHT,LISTEN TO YOUR HEART,"October 5, 2005",ROBBINS ENTERTAINMENT,0
BABY BASH,"BABY, I'M BACK","October 4, 2005",UNIVERSAL RECORDS,0
RELIENT K,BE MY ESCAPE,"October 4, 2005",GOTEE RECORDS,0
ALICIA KEYS,KARMA,"September 27, 2005",J RECORDS,0
DAVE MATTHEWS BAND,AMERICAN BABY,"September 27, 2005",RCA RECORDS,0
VELVET REVOLVER,SLITHER,"September 27, 2005",RCA RECORDS,0
NATASHA BEDINGFIELD,THESE WORDS,"September 15, 2005",EPIC,0
HOWIE DAY,COLLIDE,"September 15, 2005",EPIC,0
BLINK-182,FEELING THIS,"August 30, 2005",MCA,0
O-ZONE,MAI AI HEE,"August 25, 2005",ULTRA RECORDS,0
NATALIE,GOIN' CRAZY,"August 19, 2005",UNIVERSAL RECORDS,0
KYLIE MINOGUE,CAN'T GET YOU OUT OF MY HEAD,"August 15, 2005",CAPITOL,0
JOSH GRACIN,NOTHIN' TO LOSE,"August 8, 2005",LYRIC STREET,0
KEITH URBAN,DAYS GO BY,"August 1, 2005",CAPITOL NASHVILLE,0
BO BICE,INSIDE YOUR HEAVEN,"July 26, 2005",RCA,0
KEITH URBAN,MAKING MEMORIES OF US,"July 26, 2005",CAPITOL NASHVILLE,0
US 5,MARIA,"July 21, 2005",TRANS CONTINENTAL RECORDS,0
CIARA FEAT. LUDACRIS,OH,"July 5, 2005",LAFACE,0
GAVIN DEGRAW,CHARIOT,"July 5, 2005",J RECORDS,0
CHINGY,HOLIDAE IN,"July 1, 2005",CAPITOL,0
CHINGY,BALLA BABY,"July 1, 2005",CAPITOL,0
POSTAL SERVICE,SUCH GREAT HEIGHTS,"June 30, 2005",SUB POP,0
COLDPLAY,YELLOW,"June 30, 2005",CAPITOL,0
YELLOWCARD,ONLY ONE,"June 30, 2005",CAPITOL,0
LIZ PHAIR,WHY CAN'T I,"June 30, 2005",CAPITOL,0
COLDPLAY,SPEED OF SOUND,"June 30, 2005",CAPITOL,0
COLDPLAY,THE SCIENTIST,"June 30, 2005",CAPITOL,0
MASE,"BREATHE, STRETCH, SHAKE","June 27, 2005",BAD BOY / UNIVERSAL,0
3 DOORS DOWN,LET ME GO,"June 27, 2005",UNIVERSAL RECORDS,0
GUNS N' ROSES,WELCOME TO THE JUNGLE,"June 27, 2005",GEFFEN,0
BOWLING FOR SOUP,ALMOST,"June 14, 2005",JIVE,0
BACKSTREET BOYS,INCOMPLETE,"June 14, 2005",JIVE,0
KEITH URBAN,SOMEBODY LIKE YOU,"June 13, 2005",CAPITOL NASHVILLE,0
GOO GOO DOLLS,GIVE A LITTLE BIT,"June 13, 2005",WARNER BROS.,0
GLORIA GAYNOR,I WILL SURVIVE,"June 13, 2005",UNIVERSAL RECORDS,0
TRACE ADKINS,ROUGH & READY,"June 13, 2005",CAPITOL NASHVILLE,0
